id,berita_id,kalimat,index_kalimat,tipe,f2,f4,f5
1123,1,hujan berintensitas tinggi dengan durasi cukup lama serta adanya banjir kiriman bagian hulu telah menyebabkan banjir bandang menimpa dua kecamatan kabupaten aceh tenggara kemarin pukul 18 00 wib,1,,,0.086734693877551,0.15625
1124,1,banjir bandang membawa material lumpur kayu kayu menimbulkan korban jiwa kerusakan,2,,,0.0408163265306122,0.117647058823529
1125,1,banjir berlangsung secara cepat ujar kepala pusat data informasi humas bnpb sutopo purwo nugroho rabu 12 4,3,,,0.0459183673469388,0.04
1126,1,dia menambahkan terdapat delapan desa dua kecamatan terdampak langsung banjir bandang,4,,,0.0561224489795918,0.166666666666667
1127,1,yaitu kecamatan semadam meliputi desa suka makmur desa lawe beringin,5,,,0.0408163265306122,0.0
1128,1,sedangkan kecamatan lawe sigala gala banjir melanda desa lawe rakat lawe kesumpat batu dua ratus lawe sigala barat kayu mbelin lawe tua gabungan,6,,,0.0663265306122449,0.0769230769230769
1129,1,sutopo mengatakan berdasarkan data sementara dari posko tanggap darurat bpbd kabupaten aceh tenggara dilaporkan dampak banjir bandang menyebabkan dua orang meninggal dunia,7,,,0.0816326530612245,0.24
1130,1,yaitu boru panjaitan 80 tahun terang panjaitan 18 bulan hanyut akibat banjir,8,,,0.0357142857142857,0.05
1131,1,satu orang masih dalam pencarian,9,,,0.0153061224489796,0.181818181818182
1132,1,sedangkan tiga orang hanyut sudah berhasil ditemukan dalam kondisi pingsan,10,,,0.0306122448979592,0.117647058823529
1133,1,ribuan masyarakat terdampak banjir bandang ujar sutopo,11,,,0.0357142857142857,0.142857142857143
1134,1,dia menjelaskan sebanyak 298 rumah mengalami kerusakan yaitu 127 unit rumah rusak berat 91 unit rumah rusak sedang 80 unit rumah rusak ringan,12,,,0.0510204081632653,0.0
1135,1,daerah paling parah terdampak banjir bandang desa suka makmur kecamatan semadam,13,,,0.0510204081632653,0.105263157894737
1136,1,mana terdapat 31 rumah rusak berat 20 rumah sedang 15 rumah rusak ringan,14,,,0.0408163265306122,0.0
1137,1,sedangkan desa kayu mbelin kecamatan lawe sigala gala terdapat 29 rumah rusak berat 41 rumah rusak sedang,15,,,0.0612244897959184,0.0
1138,1,bpbd aceh tenggara telah berkoordinasi dengan tni polri skpd terkait untuk melakukan penanganan darurat,16,,,0.0510204081632653,0.0952380952380952
1139,1,masyarakat telah dievakuasi ditempatkan masjid simpang semadam ujarnya,17,,,0.0357142857142857,0.0
1140,1,sutopo memastikan empat alat berat telah dikerahkan untuk membersihkan lumpur badan jalan medan kutacane,18,,,0.0510204081632653,0.0
1141,1,bantuan logistik telah dikirimkan,19,,,0.0153061224489796,0.0
1142,1,badan penanggulangan bencana aceh telah mengirimkan bantuan membantu warga tempat aman,20,,,0.0459183673469388,0.0476190476190476
1143,1,hingga kini pendataan masih dilakukan,21,,,0.0153061224489796,0.0
1144,1,saat akses jalan menuju desa sukamakmur kecamatan semadam sudah dapat dilalui kendaraan ujarnya,22,,,0.0357142857142857,0.0
1145,1,dikatakannya kebutuhan mendesak bagi pengungsi masyarakat terdampak bantuan permakanan pakaian air bersih alat alat kebersihan tenda relawan untuk membersihkan lumpur material bangunan untuk perbaikan rumah,23,,,0.0714285714285714,0.0
1146,1,sementara lanjutnya banjir melanda 11 desa kecamatan arongan lambalek kecamatan woyla barat kabupaten aceh barat pemerintah aceh pada rabu 12 4 pukul 13 35 wib,24,,,0.0816326530612245,0.0625
1147,1,sekitar 588 kk atau 1 784 jiwa terdampak banjir,25,,,0.0153061224489796,0.0625
1148,1,penanganan pendataan dampak banjir masih dilakukan bpbd aceh barat,26,,,0.0561224489795918,0.117647058823529
1149,2,bencana tanah longsor terjadi dusun dlopo desa kepel kecamatan ngetos kabupaten nganjuk jawa timur,1,,,0.0735294117647059,0.0476190476190476
1150,2,hingga kini tim sar masih mencari lima orang diduga tertimbun longsor dusun dlopo,2,,,0.0808823529411765,0.157894736842105
1151,2,menurut kepala pusat data informasi humas badan nasional penanggulangan bencana sutopo purwo nugroho mengatakan longsor terjadi pada saat kondisi cuaca tidak ada hujan,3,,,0.0588235294117647,0.0344827586206897
1152,2,sehingga material longsor menuruni lereng menimbun warga sedang beraktivitas ladang sawah bagian bawah pinggir sungai,4,,,0.0735294117647059,0.0909090909090909
1153,2,satu orang dipastikan tertimbun longsor yaitu paidi 55 warga dusun njati desa blongko,5,,,0.0514705882352941,0.111111111111111
1154,2,sedangkan empat orang diduga tertimbun longsor bernama kodri 15 doni 23 dwi 17 bayu 14 kata sutopo,6,,,0.0735294117647059,0.0869565217391304
1155,2,dia menambahkan akibat kejadian material longsor menutup aliran sungai dengan ketinggian 10 meter,7,,,0.0735294117647059,0.0526315789473684
1156,2,sehingga terbendung alami,8,,,0.0147058823529412,0.0
1157,2,pukul 17 00 wib bendungan sudah terbuka sehingga aliran sungai kembali mengalir,9,,,0.0514705882352941,0.0
1158,2,luas longsoran sekitar tiga hektare dengan tanaman cengkeh mangga perbukitan tambahnya,10,,,0.0514705882352941,0.0555555555555556
1159,2,pada tahun 2015 perbukitan dusun dlopo sudah terdeteksi adanya retakan selebar lima hingga 10 centimeter dengan panjang 50 centimeter,11,,,0.117647058823529,0.04
1160,2,retakan tersebut makin meluas mana pada awal tahun 2016 mencapai lebar 20 centimeter panjang 200 centimeter jelasnya,12,,,0.0661764705882353,0.0
1161,2,ternyata pada 2017 retakan bertambah menjadi lebar 30 centimeter panjang 300 meter,13,,,0.0735294117647059,0.0
1162,2,pada maret 2017 terjadi longsor kecil masyarakat melaporkan kepada aparat desa disampaikan bpbd nganjuk jawa timur,14,,,0.0661764705882353,0.0434782608695652
1163,3,curah hujan tinggi terjadi sejak kamis 6 4 memicu terjadinya bencana longsor wilayah kecamatan karangpucung cimanggu cilacap,1,,,0.0740740740740741,0.3
1164,3,bencana menimbun sejumlah rumah memaksa dua keluarga mengungsi,2,,,0.0423280423280423,0.0625
1165,3,berdasarkan pendataan pemerintah kecamatan karangpucung pihak terkait bencana sedikitnya melanda empat desa,3,,,0.0634920634920635,0.05
1166,3,yakni tayem bengbulang ciruyung surusunda,4,,,0.0211640211640212,0.0
1167,3,total kejadian bencana sedikitnya berada 12 titik,5,,,0.037037037037037,0.0
1168,3,kejadian berdampak pada hunian warga hingga ruas jalan,6,,,0.0423280423280423,0.0
1169,3,terhitung ada sembilan rumah terdampak tiga lainnya dalam kondisi terancam,7,,,0.0529100529100529,0.0
1170,3,karena rumah terdampak bencana dua keluarga harus mengungsi rumah saudara kata kasi trantib kecamatan karangpucung suyatno,8,,,0.0740740740740741,0.0952380952380952
1171,3,warga mengungsi yakni keluarga sumarno warga dusun binangun desa tayem keluarga waryanto warga dusun leuwisaeng desa surusunda,9,,,0.0529100529100529,0.0
1172,3,kedua rumah dihuni enam jiwa tambahnya,10,,,0.037037037037037,0.0714285714285714
1173,3,selain longsor menimbun jalan kabupaten tiga titik,11,,,0.0476190476190476,0.0625
1174,3,dua titik longsor jalan utama penghubung bengbulang ciruyung satu titik lagi jalan penghubung surusunda pamulihan,12,,,0.0476190476190476,0.117647058823529
1175,3,timbunan longsor menutup seluruh badan jalan sehingga sempat memutus akses transportasi,13,,,0.0317460317460317,0.0555555555555556
1176,3,untuk saat akses sudah mulai terbuka usai dilakukan kerja bakti warga,14,,,0.0687830687830688,0.0
1177,3,untuk akses surusunda pamulihan sudah bisa dilalui roda empat,15,,,0.0423280423280423,0.0
1178,3,sedangkan untuk akses bengbulan ciruyung sejauh baru bisa dilalui roda dua walau harus ekstra hati hati kata dia,16,,,0.0687830687830688,0.0416666666666667
1179,3,pada wilayah lain tebing longsor melanda dua desa kecamatan cimanggu,17,,,0.0634920634920635,0.1875
1180,3,kasi trantib kecamatan cimanggu maksum mengatakan longsor wilayah kerjanya terjadi desa bantarpanjang mandala,18,,,0.0740740740740741,0.1
1181,3,longsor desa bantarpanjang menimpa tiga rumah warga,19,,,0.0423280423280423,0.0714285714285714
1182,3,masing masing rumah milik daryanto 56 narjo 60 yaya 55,20,,,0.0105820105820106,0.0
1183,3,tebing longsor menimpa tiga rumah menimbulkan kerugian material sekitar rp 10 juta kata dia,21,,,0.0582010582010582,0.0476190476190476
1184,3,ada longsor desa mandala menimbun jalan kabupaten menghubungkan wilayah menuju desa babakan,22,,,0.0740740740740741,0.0454545454545455
1185,3,longsoran mengancam satu rumah warga,23,,,0.037037037037037,0.0769230769230769
1186,3,untuk saat akses transportasi sudah mulai terbuka setelah dilakukan kerja bakti warga bersama pihak terkait kata dia,24,,,0.0899470899470899,0.0
1187,3,kepala pelaksana harian bpbd cilacap tri komara sidhy wijayanto melalui kepala upt bpbd majenang edi sapto priyono mengatakan bencana alam berupa longsor terjadi karena dipicu curah hujan turun dengan intensitas lama,25,,,0.0846560846560847,0.117647058823529
1188,3,kontur tanah cenderung labil dinilai menjadi pemicu lainnya,26,,,0.0264550264550265,0.0625
1189,3,dia menambahkan dampak bencana alam berupa kerusakan rumah fasilitas lainnya menimbulkan kerugian material tidak sedikit,27,,,0.0793650793650794,0.0
1190,3,pihaknya memastikan kejadian tidak menimbulkan korban jiwa,28,,,0.0423280423280423,0.0
1191,3,alhamdulillah untuk korban jiwa nihil,29,,,0.0158730158730159,0.0
1192,3,sedangkan untuk kerugian materialnya masih dalam penghitungan kata dia,30,,,0.0423280423280423,0.0
1193,3,sejauh upaya penanganan dilakukan dengan mengandalkan kerja bakti terpadu,31,,,0.037037037037037,0.0
1194,3,kegiatan mengerahkan warga tesempat unsur pemerintah desa forum komunikasi pimpinan kecamatan bpbd hingga para sukarelawan,32,,,0.037037037037037,0.0454545454545455
1195,3,untuk kebutuhan kerja bakti pihaknya mendistribusikan bantuan logistik,33,,,0.0211640211640212,0.0
1196,4,bencana banjir tanah longsor melanda dua wilayah kecamatan kabupaten wonogiri,1,,,0.0594594594594595,0.583333333333333
1197,4,yakni kecamatan eromoko kecamatan kismantoro,2,,,0.0216216216216216,0.0909090909090909
1198,4,dampaknya merusak rumah penduduk menggenangi tanaman pangan petani menyebabkan ambrolnya talut sayap jembatan memutuskan hubungan darat antar desa,3,,,0.102702702702703,0.0
1199,4,banjir kecamatan eromoko dipicu hujan deras turun selama dua jam,4,,,0.0648648648648649,0.176470588235294
1200,4,menyebabkan air kali parangjoho meluap wilayah dusun kebon agung desa eromoko kecamatan eromoko kabupaten wonogiri,5,,,0.0810810810810811,0.1
1201,4,luapan airnya menggerus bangunan talut sayap jembatan dusun geritan berdampak ambrol kedua sisinya,6,,,0.0756756756756757,0.0476190476190476
1202,4,jembatan berada lintas strategis dusun geritan dusun kebon agung desa desa wilayah kecamatan eromoko,7,,,0.0756756756756757,0.0454545454545455
1203,4,kepala badan penanggulangan bencana daerah bpbd kabupaten wonogiri bambang haryanto memimpin tim siaga bencana untuk langsung mendatangi lokasi bencana,8,,,0.0594594594594595,0.0434782608695652
1204,4,tidak ada korban jiwa pemukiman penduduk terhindarkan dari genangan banjir,9,,,0.0378378378378378,0.0555555555555556
1205,4,genangan air banjir kali parangjoho merusak tanaman pangan petani jelas bambang haryanto kemarin,10,,,0.0648648648648649,0.05
1206,4,sebagai langkah darurat untuk mengamankan bangunan talut sayap jembatan ambrol dilakukan kerja bakti massal untuk membuat tanggul penguat dari tumpukan karung kresek dengan diisi tanah pasir,11,,,0.0810810810810811,0.0303030303030303
1207,4,dilakukan masyarakat bersama pamong desa aparat polsek koramil eromoko serta para relawan siaga bencana dari bpbd kabupaten wonogiri,12,,,0.102702702702703,0.037037037037037
1208,4,hubungan terputus sementara dari kecamatan kismantoro kabupaten wonogiri dilaporkan terjadi bencana tanah longsor dusun gandring desa pucung kecamatan kismantoro sekitar 65 kilometer arah timur ibukota kabupaten wonogiri,13,,,0.0918918918918919,0.142857142857143
1209,4,pemicunya karena turun hujan deras berkepanjangan terjadi kamis petang 6 4,14,,,0.0486486486486487,0.0
1210,4,dampaknya telah merusak rumah milik ny ponirah membres 70 rt 02 rw 05 dusun gandring desa pucung kecamatan kismantoro wonogiri,15,,,0.0864864864864865,0.0769230769230769
1211,4,rumah janda rusak akibat terimpa material longsoran melorot dari sisi tebing sebelahnya,16,,,0.0594594594594595,0.0476190476190476
1212,4,untuk meringankan beban korban warga masyarakat bersama pamong desa melakukan kerja bakti massal menyingkirkan material longsoran membantu memperbaiki rumah rusak,17,,,0.102702702702703,0.0357142857142857
1213,4,turut serta bekerja bakti jajaran anggota polsek koramil serta aparat dari kantor camat kismantoro,18,,,0.0648648648648649,0.05
1214,4,kepada korban longsor ny ponirah diberikan bantuan logistik dari bpbd wonogiri,19,,,0.0432432432432432,0.125
1215,4,bencana longsor terjadi dusun kepuh rt 02 rw 01 desa plosorejo kecamatan kismantoro kabupaten wonogiri,20,,,0.0864864864864865,0.142857142857143
